@relation test
@attribute a0 real[2.480373889,8.932136417]
@attribute a1 real[2.369157633,8.926647256]
@attribute a2 real[2.434700777,8.870372827]
@attribute a3 real[2.040924748,8.651024408]
@attribute a4 real[2.242604259,8.974890896]
@attribute a5 real[2.067209279,8.895511092]
@attribute a6 real[2.197908446,8.934677462]
@attribute a7 real[2.304904958,8.904683608]
@attribute a8 real[2.046851063,9.191704194]
@attribute a9 real[2.016828165,9.225141122]
@attribute a10{25-34_male,35-49_female,50-64_male,35-49_male,50-64_female,18-24_male,18-24_female,25-34_female,65-xx_female}
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs a10
@data
5.847008443,5.887624439,5.683917238,5.344943859,5.790135579,5.824945183,5.670893791,5.68912571,5.924605278,6.075042955,25-34_female
3.878084654,3.913330483,3.849084702,3.57153094,3.742040802,3.657517928,3.736221333,3.813084708,3.826430678,4.040567944,50-64_male
4.296340912,4.143611579,4.18212096,3.741669291,4.370884805,4.445342349,4.238032036,3.934412998,3.91544774,4.054415595,35-49_male
5.023012054,5.126234446,4.907683796,4.482630738,5.141022617,5.230839439,5.016103754,4.988011929,4.87174337,4.474645195,50-64_male
3.836751066,3.855320359,3.74335487,3.568836951,3.925706203,3.80789974,3.800420314,3.689559058,3.960308352,3.861970408,18-24_female
6.589895233,6.582163561,6.661497584,6.182816091,6.770867657,6.652407089,6.667266007,6.565877335,6.808135795,6.70265562,18-24_male
5.247717664,5.141244936,5.142077926,4.731884793,5.490242136,5.31646301,5.205191187,5.139458602,5.273955949,5.019644671,35-49_female
5.73429111,5.747137051,5.750239897,4.862263986,5.881953976,5.835787009,5.666007595,5.587294144,5.610779767,5.518858921,35-49_female
6.435111984,6.40915052,6.33841217,6.04835958,6.433074996,6.3482112,6.391396108,6.411631769,6.722844462,6.796922708,35-49_male
4.696580211,4.627173193,4.595215188,4.039011125,4.750206203,4.814479551,4.780646389,4.442438573,4.844088533,4.947283642,35-49_female
3.943800271,3.911123811,3.921304214,3.468597732,4.057620375,3.820258101,3.742108799,3.833489838,3.438833775,3.149613052,35-49_female
4.985570436,4.938362213,4.677815473,4.248680913,5.001946902,4.821313149,4.799084406,4.498162343,4.744232485,4.823476357,25-34_female
5.357213443,5.266299602,5.414218958,4.958956649,5.758632877,5.441066712,5.515286743,5.220554789,5.433980785,5.331450946,50-64_female
4.27194048,4.214800895,4.153586945,4.119333287,4.233774669,4.169661735,4.192184121,4.202502057,4.450794177,4.505412385,35-49_male
6.28176694,6.273857716,6.243418726,6.01870896,6.264284078,6.162875451,6.260061711,6.271179085,6.516938967,6.586533438,25-34_female
5.91472503,5.977363052,5.78171113,5.158722948,6.070464159,6.017372401,5.878126878,5.879800013,6.124246073,6.04746223,35-49_male
4.40523635,4.405701471,4.310307546,4.05575627,4.179077287,4.367407763,4.233092848,4.200819557,4.218614614,4.659490462,35-49_male
4.106991291,4.014443222,4.013645229,3.77990009,3.91971951,4.006332658,3.990142626,3.884931939,4.083614628,4.227018233,25-34_female
4.426175972,4.571631505,4.403317104,3.890399257,4.536200142,4.388699085,4.373345742,4.201972119,4.60483966,4.484801647,25-34_male
5.204004507,5.312919825,5.239891144,4.592215059,5.443112643,5.319871765,5.212057909,4.993215085,4.92946567,4.879084174,18-24_male
4.471563945,4.590236899,4.528151378,3.802142489,4.403673959,4.452101296,4.439632997,4.377824994,4.321713821,4.491596309,25-34_female
4.483403332,4.557823768,4.301892461,3.76165709,4.667594137,4.535545239,4.432523767,4.459645382,4.104638839,4.11543923,25-34_male
3.520981454,3.628085345,3.497607459,3.502137018,3.637103775,3.418874039,3.344146696,3.495088429,3.481884186,3.549059207,35-49_female
5.23339096,5.087789981,5.185650175,5.079732325,5.558597682,5.527583633,5.265218049,4.833090084,4.783657044,4.639085689,35-49_male
3.653453739,3.502455776,3.319049943,3.07123171,3.690617937,3.507479268,3.293551014,3.457474474,3.387430132,3.462530333,35-49_male
4.480147244,4.606327133,4.307501187,4.061679211,4.54364127,4.625435682,4.362534502,4.2686813,4.390643229,4.556526477,35-49_male
4.729875801,4.877460031,4.624046307,4.287070744,5.07014189,4.948400335,4.796188744,4.731262056,4.615757195,4.559720494,50-64_female
6.833748057,6.751915805,6.731473764,6.285062065,6.831422545,6.872479355,6.706119466,6.697319197,6.841969204,6.938946485,35-49_male
3.976688694,3.916167812,3.793245005,3.511938751,3.666322618,3.794243112,3.819691437,3.654493901,3.639162396,4.221852664,50-64_male
4.846072908,4.974950892,4.962300166,4.307724109,5.060355665,5.035264791,4.988089485,4.772094564,4.814873044,4.819242894,18-24_male
4.21289898,4.043101016,3.946923515,3.603792522,4.228893546,4.05205319,4.193810476,3.736897934,3.838389651,3.962891779,25-34_male
4.944007852,4.942858479,4.873258807,4.704175731,4.954135114,4.891917705,4.894495232,4.908007718,5.14604439,5.316446945,18-24_female
3.480326914,3.468794025,3.296389608,3.108109374,3.481757541,3.401795469,3.260664669,3.303907894,3.093853815,2.854012453,35-49_male
6.57510583,6.428129554,6.381954965,5.860482599,6.567326224,6.484280562,6.431784768,6.588523985,6.655569682,6.472063447,35-49_female
4.173727192,4.150581017,4.106084026,3.761777818,4.14311475,4.041202948,3.991474162,4.177714054,4.407675362,4.362586312,18-24_male
3.371899449,3.178053776,3.125002827,2.957212942,3.086779905,3.018305963,2.939257899,3.035046185,3.060064841,3.280123245,18-24_female
4.335304629,4.090645103,3.959618229,3.587665948,4.066983823,4.099474638,4.010516192,4.105005893,4.218651126,4.233649048,18-24_female
4.708813238,4.585445396,4.654124811,4.113756048,4.643882438,4.619260685,4.614798218,4.629034524,4.722815561,5.097333903,50-64_female
3.942878655,3.97069241,3.91062496,3.350181782,4.118637479,3.92586821,3.839732314,3.77736224,3.907154565,3.917266361,50-64_male
3.980454207,3.952985894,3.89159972,3.93976699,3.799097808,3.7568824,3.726662875,3.810416248,4.115562623,4.155380102,18-24_female
2.662366827,2.601986515,2.730465887,2.159175038,2.526708843,2.364551333,2.523033131,2.638874917,2.576047482,2.501289332,25-34_female
4.986316024,5.028131851,5.024915495,4.467760365,5.018496344,5.030666869,5.007506827,4.994100773,5.382414389,5.366739027,18-24_male
3.554175976,3.488210565,3.426408935,2.956747371,3.602159065,3.248815279,3.298367841,3.385411554,3.301242275,3.227416357,35-49_female
5.277410688,5.369166381,5.290629131,5.067487796,5.298073533,5.260818295,5.139997101,5.204662845,5.370968451,4.946356395,25-34_male
5.425084991,5.229710174,4.935975206,5.084288203,5.245114806,5.376009206,5.150530909,4.984708512,5.285860784,5.346284681,35-49_female
4.842795506,4.823226542,4.718860147,4.538968938,4.69092521,4.657588103,4.749934153,4.889033462,5.172749564,5.503005013,18-24_male
5.278136802,5.180930969,5.158368843,5.035430675,5.189929182,5.196830332,5.156335706,5.22206719,5.551041763,5.611627568,18-24_male
5.041336412,5.007321981,5.101569067,4.815332161,5.510575987,5.254211401,5.247949532,4.750733349,5.013161915,4.366332439,25-34_male
3.336315538,3.430074248,3.314323561,2.828920086,3.404638665,3.467903845,3.349573621,3.17685846,2.94352071,3.002166864,35-49_male
6.52794817,6.520377923,6.343796508,6.118911218,6.595849001,6.441411165,6.396830077,6.323275986,6.469993669,6.284325441,25-34_female
4.2317361,4.253133475,4.281450078,3.663833933,4.549699683,4.25723656,4.344817259,4.043925208,4.347430488,4.049581631,50-64_female
5.3498029,5.40183825,5.288249686,4.994067406,5.667809187,5.666771201,5.394730135,5.061975223,5.007770436,4.816342932,25-34_male
4.680089116,4.64509466,4.632725087,4.386192321,4.607945279,4.545809527,4.558299081,4.573736768,4.534697798,4.910947008,18-24_male
4.546205303,4.685607883,4.773567862,4.144276701,4.84625542,4.80396101,4.673493002,4.657900728,4.639573342,4.784225441,50-64_female
4.61493014,4.627948946,4.50334913,4.039442649,4.802694031,4.619456447,4.513465279,4.341462767,4.251632192,4.230299171,18-24_female
3.364067636,3.252024101,3.238676374,2.725472887,3.357265814,3.188198344,3.071805564,3.22519213,3.0425607,3.022140772,50-64_male
4.568260079,4.620482168,4.507634053,4.059322448,4.473606258,4.554363234,4.382452878,4.340957329,4.273562882,4.47368871,18-24_male
4.425886549,4.421727448,4.438157561,4.078978655,4.442242458,4.369973975,4.364507476,4.401869518,4.655014858,4.650010227,18-24_male
3.940622004,3.938331173,3.889045971,3.408652475,3.84566712,3.869010578,3.72395487,3.945042585,3.968032463,3.806509852,25-34_male
5.345947643,5.363684417,5.34983888,4.86192738,5.760492588,5.40750898,5.39805605,5.00475374,5.093359595,4.694753861,35-49_female
3.545155553,3.336054237,3.208111469,2.872854067,3.317838864,3.044834103,3.10368611,3.398213584,3.037704178,3.279813108,35-49_male
4.178468892,4.391744776,4.01161367,3.882733216,4.559249213,4.451188697,4.2198394,4.104965566,4.124558791,4.442938663,35-49_female
4.265344411,4.211663038,4.143617261,3.867990587,4.177649276,4.160293007,4.185190577,4.197520641,4.610196219,4.761416711,25-34_female
5.208225572,5.051466577,4.997069801,4.523707721,5.093373396,5.042865026,4.916531416,4.890302895,4.910462956,4.932838471,25-34_female
4.268257147,4.296438935,4.195348723,3.847626267,4.323175564,4.347468532,4.205153448,4.121035596,4.235611778,3.93322283,35-49_female
5.070879193,5.060457634,4.9003826,4.576442329,4.957341617,5.037160405,4.993644343,5.024962035,5.265208732,5.289041953,50-64_female
6.59991147,6.515446483,6.456800856,6.108728423,6.514034759,6.456800834,6.459648045,6.317154353,6.610524723,6.444481767,50-64_male
4.280052181,4.441260255,4.21700044,3.679794521,4.557706618,4.404744238,4.407982965,4.254772203,4.392638163,4.482473853,18-24_male
5.120180664,5.061051366,4.998346906,4.744621505,5.069967618,5.006132007,4.987655079,5.087058771,5.292341356,5.558553567,25-34_female
3.258139145,3.273041409,3.355556283,3.095780944,3.450750088,3.692590516,3.279311352,3.070320869,2.911618676,2.671505296,35-49_female
4.149517577,4.249113387,4.321186068,3.647680825,4.221271898,4.081696183,4.107161855,3.936988214,4.068883502,3.720977887,50-64_female
4.906189592,4.9160568,4.705325028,4.39242036,4.765442631,4.909367725,4.766050822,4.575417632,4.819159194,5.016227746,35-49_male
5.164991458,4.945287355,4.843092831,4.532057585,5.146051653,4.817440504,4.888313786,4.977389557,4.743900882,4.977168595,18-24_male
4.029435534,4.070362529,4.122995863,3.607000542,3.969318863,3.946264962,3.923274061,3.875796681,3.891465985,3.540670203,35-49_female
3.878431087,3.727101612,3.526171982,3.216521502,3.81938801,3.675712963,3.627935794,3.555023619,3.563314869,3.758111973,50-64_female
3.720840519,3.57742883,3.387825249,3.043261282,3.755622361,3.419188325,3.42569585,3.483880635,3.443764328,3.610455279,50-64_male
5.159568243,5.241420336,5.215765365,4.654039582,5.481799151,5.456871657,5.33727702,5.053791723,5.173997133,4.939297942,25-34_female
5.096808768,5.151168809,5.112533293,4.689992562,5.389853397,5.043327737,5.148088811,4.954701881,4.95072393,4.892201881,50-64_female
5.212396501,5.160221496,5.116099895,4.422655143,5.226186792,5.155454166,5.098214394,5.165234358,4.935077347,5.006364515,35-49_male
4.585611221,4.424652414,4.453557811,4.355348257,4.306371682,4.36080311,4.193577777,4.005351345,4.252381477,4.001796486,35-49_male
3.357551982,3.532837071,3.542157297,3.196364649,3.244488286,3.398501797,3.242101663,3.155126958,2.983435186,3.171870317,35-49_female
5.076875241,5.105885179,5.179467976,4.742025558,5.132110704,4.921590606,4.976292276,5.029716077,5.287900802,4.749119867,35-49_female
4.13509443,4.048971171,3.721266155,3.597208255,4.26859946,4.15726534,3.916778013,3.864599964,3.694922366,3.728729056,50-64_female
4.299189804,4.384195289,4.342911167,3.614841206,4.244323087,4.262445099,4.310440516,4.31489861,4.501031943,4.405863047,35-49_male
4.626975159,4.477269837,4.556607363,4.372743482,4.592905942,4.303658436,4.37226036,4.507132978,4.617706837,4.608237745,18-24_female
3.143634711,3.010848137,3.03427356,2.453270192,3.054270679,2.933349875,2.955143227,2.951330478,2.709327678,2.518184712,50-64_male
4.399370175,4.643488678,4.478161114,3.963621794,4.645429313,4.517209473,4.320206522,4.334678789,4.292721023,4.19514287,35-49_female
4.679469488,4.590184583,4.476251842,4.370434959,4.589439006,4.555227147,4.503002446,4.630393111,4.971264863,5.038458558,18-24_female
4.553044961,4.260251114,4.27589883,3.938909512,4.127846207,4.183831253,4.197293341,4.149381342,4.272842451,4.598261031,35-49_male
5.087503848,4.954067517,4.987840207,4.808148272,5.350563131,5.279362123,5.066498239,4.677180737,4.756160223,4.508654711,50-64_male
5.358380192,5.376271451,5.301005254,5.109978616,5.726136428,5.378839179,5.314138146,5.133949048,5.223792193,4.877954171,25-34_male
3.578631516,3.52570434,3.516327521,3.107418958,3.51171402,3.47079776,3.478756866,3.31956736,3.365411806,3.186967987,25-34_female
3.433277534,3.411768874,3.428782208,3.082640767,3.441513801,3.327716936,3.3077705,3.233685578,3.14653056,3.604145548,18-24_female
3.679360602,3.558963461,3.570089354,3.068227564,3.638328261,3.56141139,3.629239861,3.608941098,3.991208929,4.173024916,65-xx_female
5.345755144,5.344111013,5.227115681,4.746796537,5.416640247,5.267871187,5.295570911,4.945208218,5.113518222,4.786046077,25-34_male
3.603418074,3.51661697,3.554967648,3.029277276,3.670289314,3.469695443,3.501951912,3.384893508,3.529186176,3.146980361,25-34_male
4.815956496,4.813898597,4.853024935,4.337837403,5.026909992,4.855724159,4.915077976,4.555090894,4.748169113,4.342738701,25-34_female
5.57363942,5.504636441,5.230062554,4.950479106,5.462859073,5.575522537,5.383531337,5.258642524,5.466948483,5.530096757,25-34_female
3.768635462,3.753510164,3.767532212,3.746793625,3.755874727,3.606875214,3.573906559,3.725497962,3.756845963,4.00997081,25-34_male
3.367826133,3.121709286,3.031377035,2.806564565,3.022066475,2.854869982,2.939629099,3.143272626,2.951757257,3.299507692,25-34_female
4.664738796,4.667687113,4.655291209,4.144813399,4.537061639,4.648015938,4.621593927,4.35334441,4.345482207,4.427777087,50-64_male
4.574988948,4.525823724,4.158468803,3.91756953,4.331370375,4.414668848,4.299422945,4.16726187,4.54590199,4.911916858,50-64_male
4.364584785,4.35869459,4.211047583,4.008028214,4.289723618,4.360007645,4.177787383,3.896490436,3.918872206,3.786835733,50-64_male
4.373564544,4.453242547,4.138006544,3.781138185,4.477594891,4.492949893,4.311841033,4.156203724,4.251962473,4.284252933,18-24_female
6.322536929,6.156281109,5.983380428,5.4497147,6.142102241,6.166477854,6.037131141,6.018440448,6.24154044,6.430689844,25-34_male
3.936249479,3.837365903,3.793011216,3.393562652,3.785058131,3.767817448,3.797006141,3.874107404,4.249326749,4.443511549,25-34_female
4.352918446,4.453406754,4.320895555,3.90102309,4.476038639,4.299457472,4.205882384,4.224181214,3.858141351,3.445495919,25-34_male
4.747273647,4.818289941,4.555838451,4.24493054,4.84815264,4.99605422,4.741103377,4.41703879,4.389792727,4.361495634,50-64_male
4.728360557,4.653791341,4.488961169,4.272720769,4.807245807,4.835474533,4.557148631,4.40381044,4.370247071,4.309576167,25-34_female
4.209358748,4.167572547,4.137713282,3.688638668,4.349605044,4.221588577,3.994080249,4.105374065,4.015795116,3.98557111,35-49_female
4.556642193,4.606457816,4.443630544,3.785903416,4.787388938,4.66239819,4.601054403,4.376874152,4.390634828,4.264093482,35-49_male
3.431574792,3.240649407,3.359591766,3.201143176,2.944591287,3.182094906,3.047290024,3.267152208,3.383146893,3.46869352,25-34_male
5.136499927,5.139951647,5.259426217,4.593928294,5.248379937,5.253734664,5.150831502,4.828254751,4.784139096,4.765756263,50-64_male
5.427568515,5.422505714,5.301355356,4.731909906,5.595107369,5.549104391,5.3036522,5.245796811,5.16735456,5.357581473,18-24_female
4.429648298,4.429594055,4.374277884,3.890378922,4.416723339,4.42727013,4.378673813,4.280784561,4.481451818,4.339708826,50-64_female
3.256914701,3.342437417,3.43755164,2.872049887,3.396075744,3.160344131,3.227693562,3.284285953,3.41331358,3.067366202,25-34_male
3.738749366,3.720392765,3.528218002,3.187698569,3.905751981,3.884977985,3.638432729,3.533288945,3.641584944,3.488710124,35-49_female
5.20176412,5.085311284,4.923697949,4.547985461,5.003797096,4.977765255,4.873190819,4.920311189,4.751522639,4.753145949,25-34_female
4.007535183,3.885470298,3.67534355,3.536313019,4.022727481,3.917692108,3.888997942,3.704718955,4.036405114,3.93195412,18-24_male
4.527936234,4.316699688,4.360886471,4.282609311,4.476139384,4.233735735,4.328208402,4.521987105,4.956902089,4.902142036,18-24_female
4.097438679,3.977996436,4.033890905,3.663678006,4.218047358,3.919261682,3.968838663,4.001905496,3.878049126,3.98658959,25-34_female
4.451678818,4.472692187,4.276106135,3.946325936,4.556041052,4.489229289,4.233462568,4.261643942,4.262612418,4.119372597,18-24_male
4.564340324,4.506197905,4.452558225,4.201853297,4.399787033,4.405344364,4.458212684,4.249007168,4.51757213,4.808808477,25-34_male
5.279874228,5.240265928,4.931753618,4.756660147,5.173832849,5.227010146,5.144026485,5.103989996,5.552635561,5.660640607,25-34_female
4.213509285,4.158416068,3.974899002,3.579130289,4.234025966,4.201101817,4.01249442,3.991249495,3.91869679,3.9577728,35-49_female
3.089394814,2.979788375,3.025479188,2.502249915,2.884336563,2.806566985,2.728024304,3.001203782,2.561094035,2.343510505,35-49_male
4.964347552,4.779006654,4.762959528,4.239845566,4.979258284,4.810182007,4.759358091,4.869401245,4.803561886,4.686574718,25-34_female
3.42463833,3.203916395,3.115735906,2.668333888,3.051583476,2.821541807,2.887503237,3.261824585,2.882480078,2.705178624,25-34_female
2.480373889,2.369157633,2.500299781,2.101113759,2.247270683,2.067209279,2.199273563,2.440456568,2.046851063,2.186812172,35-49_female
4.563382334,4.403015371,4.481842003,4.104818118,4.411828252,4.194532923,4.363734275,4.453304132,4.653492367,4.642394125,25-34_female
